Name,Society,Award,Year,Location,Data Source,Gender
Hal O. Anger William,Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1974,,https://en.wikipedia.org/wiki/Hal_Anger,1
"George V. Taplin, M.D",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1975,,https://jnm.snmjournals.org/content/jnumed/21/2/174.full.pdf,1
"David E. Kuhl, M.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1976,,https://en.wikipedia.org/wiki/David_E._Kuhl,1
Those who took part in the “Chicago Pile” experience (1942),Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1977,,,
"Benedict Cassen, Ph.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1978,,http://texts.cdlib.org/view?docId=hb9t1nb5rm&doc.view=frames&chunk.id=div00013&toc.depth=1&toc.id=,1
"George Charles de Hevesy, Ph.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1979,,"https://www.snmmi.org/AboutSNMMI/Content.aspx?ItemNumber=33878#:~:text=George%20Charles%20de%20Hevesy%20Nuclear%20Pioneer%20Awardees&text=De%20Hevesy%20received%20the%201943,compounds%20in%20the%20human%20body.",1
"Merrill Bender, M.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1980,,https://jnm.snmjournals.org/content/jnumed/45/6/30N.full.pdf,1
"Monte Blau, Ph.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1980,,https://jnm.snmjournals.org/content/60/7/11N,1
"William G. Myers, Ph.D., M.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1981,,https://library.osu.edu/site/mhcb/2012/09/04/william-g-myers-md-phd/,1
"William H. Beierwaltes, M.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1982,,https://en.wikipedia.org/wiki/William_Henry_Beierwaltes,1
"Henry N. Wagner, Jr., M.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1984,,https://professorships.jhu.edu/professorship/henry-n-wagner-jr-m-d-professorship-in-nuclear-medicine/,1
"Michel M. Ter-Pergossian, Ph.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1985,,https://en.wikipedia.org/wiki/Michel_Ter-Pogossian,1
"Solomon A. Berson, M.D. ",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1986,,https://en.wikipedia.org/wiki/Solomon_Berson,1
"William G. Myers, M.D., Ph.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1986,,https://library.osu.edu/site/mhcb/2012/09/04/william-g-myers-md-phd/,1
"Eugene L. Saenger, M.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1987,,https://hps.org/aboutthesociety/people/inmemoriam/EugeneSaenger.html,1
"Louis Sokoloff, M.D., ",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1988,,https://profiles.nlm.nih.gov/spotlight/nl/feature/biographical-overview,1
"Seymour S. Kety, M.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1988,,https://jamanetwork.com/journals/jamapsychiatry/fullarticle/481791,1
"John G. McAfee, M.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1989,,https://pubs.rsna.org/doi/abs/10.1148/radiol.2492082535?journalCode=radiology,1
"Niels A. Lassen, M.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1990,,https://en.wikipedia.org/wiki/Niels_A._Lassen,1
"Alfred P. Wolf, Ph.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1991,,https://en.wikipedia.org/wiki/Alfred_P._Wolf,1
"Michael J. Welch, Ph.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1992,,http://www.snmmi.org/Membership/Content.aspx?ItemNumber=9920&navItemNumber=10553,1
"C. Craig Harris, M.S.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1993,,https://jnm.snmjournals.org/content/48/10/18N,1
"Paul Harper, M.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1994,,https://jnm.snmjournals.org/content/jnumed/46/10/19N.full.pdf,1
"Frederick J. Bonte, M.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1995,,https://pubs.rsna.org/doi/full/10.1148/radiol.2017174033,1
"Paul V. Harper, M.D",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1995,,https://jnm.snmjournals.org/content/jnumed/46/10/19N.full.pdf,1
"Tyra T. Hutchens, M.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1995,,https://www.captodayonline.com/tyra-t-hutchens-md-1921-2016/,1
"Ralph M. Kniseley, M.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1995,,https://www.oakridger.com/news/20170304/dr-ralph-marion-kniseley,1
"David E. Kuhl, M.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1995,,https://en.wikipedia.org/wiki/David_E._Kuhl,1
"Richard E. Peterson, M.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1995,,https://gayandciha.com/tribute/details/1095/Richard-Peterson/obituary.html,1
"Joseph F. Ross, M.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1995,,https://www.hematology.org/about/history/legends/joseph-ross-bio,1
"W. Newlon Tauxe, M.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1995,,https://jnm.snmjournals.org/content/53/12/13N,1
"Henry N. Wagner, M.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1995,,https://pubs.rsna.org/doi/10.1148/radiol.13134020,1
"Merril Bender, M.D.*",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1995,,https://jnm.snmjournals.org/content/jnumed/45/6/30N.full.pdf,1
"Richard King, M.D",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1995,,https://pubs.rsna.org/doi/abs/10.1148/radiology.185.2.618-b,1
"Joseph Kriss, M.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1995,,https://link.springer.com/article/10.1007/s12350-018-1403-8,1
"Thomas F. Budinger, M.D., Ph.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1996,,http://thomasbudinger.lbl.gov/,1
"William C. Eckelman, Ph.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1997,,"https://link.springer.com/article/10.1007/s12350-018-1351-3#:~:text=Eckelman%2C%20PhD%20(born%201941),-Frans%20J.&text=During%20his%20research%20career%20as,the%20blood%20pool%20and%20kidneys.",1
"Nagara Tamaki, M.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1998,,,
"Heinrich R. Schelbert, M.D., Ph.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1998,,https://www.pharmacology.ucla.edu/people/heinrich-r-schelbert-m-d-ph-d/,1
"S. James Adelstein, M.D., Ph.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,1999,,"http://thevalleefoundation.org/about/people/governance/s-james-adelstein-md-phd#:~:text=S%20James%20Adelstein%2C%20Past%20President,at%20the%20Johns%20Hopkins%20Hospital.",1
"Mathew L. Thakur, Ph.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,2000,,https://sites.google.com/site/mathewthakur/home,1
"Gerd Muehllehner, Ph.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,2001,,https://www.med.upenn.edu/endowedprofessorships/gerd-muehllehner-professorship-of-radiology.html,1
"H. William Strauss, M.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,2002,,https://serene-llc.com/team/h-william-strauss-md/,1
"Barry A. Siegel, M.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,2003,,https://siteman.wustl.edu/doctor/siegel-barry-md/,1
"Abass Alavi, M.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,2004,,https://siteman.wustl.edu/doctor/siegel-barry-md/,1
"Steven M. Larson, M.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,2005,,https://www.mskcc.org/cancer-care/doctors/steven-larson,1
"Walter Wolf, Ph.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,2006,,https://www.aacr.org/professionals/membership/in-memoriam/wolf-walter-obituary/,1
"R. Edward Coleman, MD",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,2007,,https://pubs.rsna.org/doi/full/10.1148/radiol.12124046,1
"Peter J. Ell, MD, Ph.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,2008,,,
"Alun G. Jones, Ph.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,2009,,https://www.legacy.com/obituaries/bostonglobe/obituary.aspx?n=alun-g-jones&pid=160602587,1
"Michael J. Abrams, Ph.D.",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,2009,,https://www.eurekalert.org/pub_releases/2009-06/sonm-sho061409.php,1
"Alan Davison, PhD",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,2009,,https://en.wikipedia.org/wiki/Alan_Davison,1
"Bengt R. Langstrom, PhD",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,2010,,https://static1.squarespace.com/static/567ef3dae0327cd48ad382e2/t/568025b3816924eab5fc546b/1317224170095/Tachibana.Lngstrm.NLSR10.pdf,1
"Sanjiv Sam Gambhir, PhD",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,2011,,https://cancerres.aacrjournals.org/content/80/20/4305,1
"Daniel S. Berman, MD",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,2012,,https://bio.cedars-sinai.org/bermand/index.html,1
"S. Ted Treves, MD",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,2013,,https://www.childrenshospital.org/research/researchers/t/s-ted-treves,1
"N. David Charkes, MD",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,2014,,https://www.doximity.com/pub/nathan-charkes-md,1
"Michael E. Phelps, MD",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,2015,,https://en.wikipedia.org/wiki/Michael_E._Phelps,1
"Ross McDougall, MB, ChB, PhD",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,2016,,https://med.stanford.edu/radiology/news/2018/dr-mcdougall-lifetime-honorary-medica-staff-award.html,1
"Joanna S. Fowler, PhD",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,2017,,https://en.wikipedia.org/wiki/Joanna_Fowler,2
"Richard H. Wahl, MD",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,2018,,https://siteman.wustl.edu/doctor/radiologist/,1
"Marcelo F. Di Carli, MD",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,2019,,https://physiciandirectory.brighamandwomens.org/details/119/marcelo-dicarli-cardiovascular_medicine-radiology-boston,1
"Stephen L. Bacharach, PhD",Society of Nuclear Medicine & Molecular Imaging,Georg Charles de Hevesy Nuclear Pioneer Awardees,2020,,https://www.eurekalert.org/pub_releases/2020-07/sonm-slb071220.php,1
"Frans H. Corstens, MD",Society of Nuclear Medicine & Molecular Imaging,"Henry N. Wagner, Jr., MD Lectureship Award",1998,,https://www.iccaworld.org/dbs/congress2007/files/Frans%20Corstens%20-%20CV.pdf,1
"R. Edward Coleman, MD",Society of Nuclear Medicine & Molecular Imaging,"Henry N. Wagner, Jr., MD Lectureship Award",2000,,https://pubs.rsna.org/doi/full/10.1148/radiol.12124046,1
"Markus Schwaiger, MD",Society of Nuclear Medicine & Molecular Imaging,"Henry N. Wagner, Jr., MD Lectureship Award",2002,,https://www.professoren.tum.de/en/schwaiger-markus,1
"Peter J. Ell, MD, PhD",Society of Nuclear Medicine & Molecular Imaging,"Henry N. Wagner, Jr., MD Lectureship Award",2003,,https://jnm.snmjournals.org/content/jnumed/46/6/903.full.pdf,1
"Nora D. Volkow, MD",Society of Nuclear Medicine & Molecular Imaging,"Henry N. Wagner, Jr., MD Lectureship Award",2004,,https://en.wikipedia.org/wiki/Nora_Volkow,2
"Sanjiv Sam Gambhir, MD, PhD",Society of Nuclear Medicine & Molecular Imaging,"Henry N. Wagner, Jr., MD Lectureship Award",2005,,https://cancerres.aacrjournals.org/content/80/20/4305,1
"Simon Cherry, PhD",Society of Nuclear Medicine & Molecular Imaging,"Henry N. Wagner, Jr., MD Lectureship Award",2006,,https://bme.ucdavis.edu/people/simon-cherry,1
"John C. Gore, MD",Society of Nuclear Medicine & Molecular Imaging,"Henry N. Wagner, Jr., MD Lectureship Award",2007,,https://wag.app.vanderbilt.edu/PublicPage/Faculty/Details/21285,1
"Richard L. Wahl, MD",Society of Nuclear Medicine & Molecular Imaging,"Henry N. Wagner, Jr., MD Lectureship Award",2008,,https://physicians.wustl.edu/people/richard-leo-wahl-md/,1
"John Valliant, PhD",Society of Nuclear Medicine & Molecular Imaging,"Henry N. Wagner, Jr., MD Lectureship Award",2009,,https://chemistry.mcmaster.ca/component/comprofiler/userprofile/valliant.html,1
"Larry Kessler, ScD",Society of Nuclear Medicine & Molecular Imaging,"Henry N. Wagner, Jr., MD Lectureship Award",2010,,https://www.pcori.org/people/larry-kessler-scd,1
"Bruce Rosen, MD, PhD",Society of Nuclear Medicine & Molecular Imaging,"Henry N. Wagner, Jr., MD Lectureship Award",2011,,https://www.nmr.mgh.harvard.edu/user/5052,1
"Kirk Frey, MD",Society of Nuclear Medicine & Molecular Imaging,"Henry N. Wagner, Jr., MD Lectureship Award",2012,,https://medicine.umich.edu/dept/radiology/kirk-frey-md-phd,1
"Val Lewington, MD",Society of Nuclear Medicine & Molecular Imaging,"Henry N. Wagner, Jr., MD Lectureship Award",2013,,https://www.researchgate.net/profile/Val-Lewington,2
Jonathan Alter,Society of Nuclear Medicine & Molecular Imaging,"Henry N. Wagner, Jr., MD Lectureship Award",2014,,https://en.wikipedia.org/wiki/Jonathan_Alter,1
"Francois Benard, MD",Society of Nuclear Medicine & Molecular Imaging,"Henry N. Wagner, Jr., MD Lectureship Award",2015,,https://www.bccrc.ca/dept/mo/people/francois-benard,1
"Joanna Fowler, PhD",Society of Nuclear Medicine & Molecular Imaging,"Henry N. Wagner, Jr., MD Lectureship Award",2016,,https://en.wikipedia.org/wiki/Joanna_Fowler,2
"Richard Baum, MD, PhD",Society of Nuclear Medicine & Molecular Imaging,"Henry N. Wagner, Jr., MD Lectureship Award",2017,,https://www.carcinoid.org/doctor/richard-p-baum-md-phd-nuclear-medicine/,1
"Richard Carson, PhD",Society of Nuclear Medicine & Molecular Imaging,"Henry N. Wagner, Jr., MD Lectureship Award",2018,,https://medicine.yale.edu/profile/richard_carson/,1
"Markus Schwaiger, MD",Society of Nuclear Medicine & Molecular Imaging,"Henry N. Wagner, Jr., MD Lectureship Award",2019,,https://www.professoren.tum.de/en/schwaiger-markus,1
"Jagat Narula, MD, PhD",Society of Nuclear Medicine & Molecular Imaging,"Henry N. Wagner, Jr., MD Lectureship Award",2020,,https://www.mountsinai.org/profiles/jagat-narula,1
"William G. Myers, PhD, MD",Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,1973,,https://library.osu.edu/site/mhcb/2012/09/04/william-g-myers-md-phd/,1
"Paul V. Harper, MD",Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,1974,,https://jnm.snmjournals.org/content/jnumed/46/10/19N.full.pdf,1
"Gordon L. Brownell, PhD",Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,1975,,https://news.mit.edu/2008/obit-brownell-1118,1
"Michael M. Ter-Pergossian, PhD",Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,1976,,https://en.wikipedia.org/wiki/Michel_Ter-Pogossian,1
Powell Richards,Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,1977,,https://www.bnl.gov/bnlweb/pubaf/bulletin/obit/Richards.asp,1
"William H. Oldendorf, MD",Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,1978,,https://en.wikipedia.org/wiki/William_H._Oldendorf,1
"John G. McAfee, MD",Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,1979,,https://pubs.rsna.org/doi/abs/10.1148/radiol.2492082535?journalCode=radiology,1
